"month","vertical","category_name","subcategory_name","total_clicks","total_sessions","market_share_clicks","market_share_sessions"
"2020-09-01","Fashion","Shoes","Wedges","587","1094",0.029020128202719687,0.02972611218862984
"2020-09-01","Fashion","Accessories","Foulards","509","852",0.025163961252443478,0.023150500534472238
"2020-09-01","Fashion","Shoes","Pool Shoes","441","778",0.021802174680407804,0.021139776309647182
"2020-09-01","Fashion","Accessories","Glasses","209","370",0.010332549905227282,0.010053621124125266
"2020-09-01","Fashion","Shoes","Platform Shoes","198","334",0.009788731489162688,0.009075430960696863
"2020-09-01","Fashion","Accessories","Face Masks","162","292",0.008008962127496745,0.007934209103363723
"2020-09-01","Fashion","Accessories","Umbrellas","74","140",0.0036584147989799946,0.0038040728577771283
"2020-09-01","Fashion","Clothing","Boleros","50","100",0.0024719018912026988,0.0027171948984122344
"2020-09-01","Fashion","Accessories","Bow Ties","35","62",0.0017303313238418894,0.0016846608370155852
"2020-09-01","Fashion","Shoes","Patent Leather Shoes","22","36",0.0010876368321291875,0.0009781901634284044
"2020-09-01","Fashion","Shoes","Boat Shoes","20","40",0.0009887607564810796,0.0010868779593648937
"2020-09-01","Fashion","Accessories","Cufflinks","18","28",0.0008898846808329716,0.0007608145715554256
"2020-09-01","Fashion","Shoes","Flip-Flops","16","32",0.0007910086051848635,0.0008695023674919149
