"month","retention_rate"
"2020-04-01 00:00:00+02",""
"2020-05-01 00:00:00+02",96.74418604651163
"2020-06-01 00:00:00+02",102.16346153846155
"2020-07-01 00:00:00+02",98.58823529411764
"2020-08-01 00:00:00+02",96.18138424821002
"2020-09-01 00:00:00+02",97.51861042183623
